# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00945392 -----------------
#dely    BF
0.050 0.001520 0.000010
0.150 0.000267 0.000002
0.250 -0.004366 -0.000032
0.350 -0.010725 -0.000083
0.450 -0.013704 -0.000116
0.550 -0.013848 -0.000129
0.650 -0.013798 -0.000144
0.750 -0.012468 -0.000149
0.850 -0.011168 -0.000158
0.950 -0.007629 -0.000129
1.050 -0.004088 -0.000087
1.150 -0.002978 -0.000082
1.250 -0.000989 -0.000037
1.350 -0.000427 -0.000024
1.450 -0.000139 -0.000015
1.550 -0.000000 -0.000000
1.650 0.000000 0.000000
1.750 0.000000 0.000000
