# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.141526 -----------------
#dely    BF
0.050 -0.293057 -0.000095
0.150 -0.270126 -0.000091
0.250 -0.242702 -0.000085
0.350 -0.205824 -0.000075
0.450 -0.171767 -0.000066
0.550 -0.133330 -0.000054
0.650 -0.098608 -0.000042
0.750 -0.066474 -0.000031
0.850 -0.039632 -0.000020
0.950 -0.017225 -0.000009
1.050 0.000516 0.000000
1.150 0.012855 0.000008
1.250 0.020722 0.000015
1.350 0.024885 0.000021
1.450 0.024871 0.000025
1.550 0.020174 0.000025
1.650 0.014435 0.000023
1.750 0.005027 0.000015
