# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.28866 -----------------
#dely    BF
0.050 0.538977 0.000127
0.150 0.490697 0.000120
0.250 0.423964 0.000110
0.350 0.354230 0.000098
0.450 0.285418 0.000085
0.550 0.224015 0.000073
0.650 0.169009 0.000061
0.750 0.125501 0.000050
0.850 0.090887 0.000041
0.950 0.066235 0.000034
1.050 0.044610 0.000027
1.150 0.030220 0.000021
1.250 0.019143 0.000016
1.350 0.011773 0.000012
1.450 0.006722 0.000009
1.550 0.003405 0.000006
1.650 0.001450 0.000003
1.750 0.000349 0.000002
