# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0791159 -----------------
#dely    BF
0.050 -0.064895 -0.000025
0.150 -0.063045 -0.000025
0.250 -0.062181 -0.000026
0.350 -0.058789 -0.000026
0.450 -0.057702 -0.000026
0.550 -0.056568 -0.000027
0.650 -0.056044 -0.000028
0.750 -0.054892 -0.000030
0.850 -0.051179 -0.000030
0.950 -0.050097 -0.000031
1.050 -0.047022 -0.000032
1.150 -0.042842 -0.000032
1.250 -0.037506 -0.000031
1.350 -0.031982 -0.000030
1.450 -0.024994 -0.000027
1.550 -0.017611 -0.000023
1.650 -0.010438 -0.000018
1.750 -0.003372 -0.000010
