# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0572292 -----------------
#dely    BF
0.050 -0.074335 -0.000018
0.150 -0.069824 -0.000017
0.250 -0.063953 -0.000017
0.350 -0.054010 -0.000015
0.450 -0.046240 -0.000014
0.550 -0.040337 -0.000014
0.650 -0.036101 -0.000014
0.750 -0.031736 -0.000013
0.850 -0.028294 -0.000014
0.950 -0.026192 -0.000015
1.050 -0.024450 -0.000016
1.150 -0.021629 -0.000016
1.250 -0.018424 -0.000017
1.350 -0.014990 -0.000016
1.450 -0.010561 -0.000014
1.550 -0.006842 -0.000012
1.650 -0.003471 -0.000008
1.750 -0.000905 -0.000004
