# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.231704 -----------------
#dely    BF
0.050 -0.352747 -0.000123
0.150 -0.326450 -0.000118
0.250 -0.291453 -0.000109
0.350 -0.250925 -0.000098
0.450 -0.210514 -0.000086
0.550 -0.172152 -0.000074
0.650 -0.137917 -0.000063
0.750 -0.110457 -0.000054
0.850 -0.089953 -0.000047
0.950 -0.072350 -0.000041
1.050 -0.061760 -0.000038
1.150 -0.054367 -0.000037
1.250 -0.049900 -0.000038
1.350 -0.043895 -0.000038
1.450 -0.037236 -0.000037
1.550 -0.028934 -0.000035
1.650 -0.019023 -0.000031
1.750 -0.007004 -0.000020
