# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0220502 -----------------
#dely    BF
0.050 -0.067888 -0.000020
0.150 -0.063549 -0.000019
0.250 -0.057836 -0.000019
0.350 -0.047431 -0.000016
0.450 -0.036606 -0.000013
0.550 -0.026673 -0.000010
0.650 -0.017240 -0.000007
0.750 -0.007420 -0.000003
0.850 0.000469 0.000000
0.950 0.006308 0.000004
1.050 0.011460 0.000007
1.150 0.014594 0.000010
1.250 0.016156 0.000013
1.350 0.016034 0.000015
1.450 0.015321 0.000017
1.550 0.012393 0.000017
1.650 0.008324 0.000015
1.750 0.003082 0.000010
