# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.518565 -----------------
#dely    BF
0.050 -0.791589 -0.000256
0.150 -0.733216 -0.000246
0.250 -0.669488 -0.000233
0.350 -0.589965 -0.000215
0.450 -0.514720 -0.000197
0.550 -0.433890 -0.000176
0.650 -0.360184 -0.000155
0.750 -0.295181 -0.000136
0.850 -0.234205 -0.000117
0.950 -0.182856 -0.000099
1.050 -0.138058 -0.000082
1.150 -0.100064 -0.000066
1.250 -0.068408 -0.000051
1.350 -0.041567 -0.000035
1.450 -0.022289 -0.000022
1.550 -0.009921 -0.000012
1.650 -0.000592 -0.000001
1.750 0.000546 0.000002
