# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00130414 -----------------
#dely    BF
0.050 0.021201 0.000008
0.150 0.018310 0.000007
0.250 0.014108 0.000006
0.350 0.011966 0.000005
0.450 0.009229 0.000004
0.550 0.004222 0.000002
0.650 0.000148 0.000000
0.750 -0.004088 -0.000002
0.850 -0.007396 -0.000004
0.950 -0.009470 -0.000006
1.050 -0.012064 -0.000008
1.150 -0.013549 -0.000010
1.250 -0.012756 -0.000010
1.350 -0.011060 -0.000010
1.450 -0.009482 -0.000010
1.550 -0.006841 -0.000009
1.650 -0.004142 -0.000007
1.750 -0.001377 -0.000004
