# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.099006 -----------------
#dely    BF
0.050 -0.026637 -0.000009
0.150 -0.026660 -0.000009
0.250 -0.029955 -0.000010
0.350 -0.031209 -0.000011
0.450 -0.037868 -0.000014
0.550 -0.046433 -0.000019
0.650 -0.057066 -0.000025
0.750 -0.070524 -0.000033
0.850 -0.080466 -0.000040
0.950 -0.091134 -0.000049
1.050 -0.095935 -0.000057
1.150 -0.093931 -0.000062
1.250 -0.088317 -0.000065
1.350 -0.076092 -0.000064
1.450 -0.061575 -0.000061
1.550 -0.043705 -0.000053
1.650 -0.024652 -0.000040
1.750 -0.007902 -0.000023
