# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0248642 -----------------
#dely    BF
0.050 -0.043815 -0.000163
0.150 -0.041953 -0.000159
0.250 -0.037829 -0.000151
0.350 -0.031736 -0.000135
0.450 -0.025833 -0.000120
0.550 -0.020797 -0.000106
0.650 -0.016642 -0.000096
0.750 -0.011903 -0.000077
0.850 -0.008333 -0.000062
0.950 -0.005227 -0.000046
1.050 -0.002957 -0.000032
1.150 -0.001194 -0.000016
1.250 -0.000401 -0.000007
1.350 -0.000029 -0.000001
1.450 -0.000012 -0.000000
1.550 0.000020 0.000002
1.650 -0.000000 -0.000000
1.750 0.000000 0.000000
