# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.296511 -----------------
#dely    BF
0.050 0.501797 0.000134
0.150 0.459196 0.000127
0.250 0.408825 0.000119
0.350 0.355225 0.000111
0.450 0.298066 0.000100
0.550 0.244113 0.000089
0.650 0.194147 0.000078
0.750 0.151339 0.000067
0.850 0.114693 0.000056
0.950 0.083517 0.000046
1.050 0.058839 0.000037
1.150 0.039468 0.000028
1.250 0.025512 0.000021
1.350 0.015615 0.000015
1.450 0.008466 0.000010
1.550 0.004260 0.000006
1.650 0.001669 0.000003
1.750 0.000362 0.000001
