# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.142008 -----------------
#dely    BF
0.050 -0.179413 -0.000074
0.150 -0.168302 -0.000072
0.250 -0.155762 -0.000069
0.350 -0.142231 -0.000066
0.450 -0.129539 -0.000063
0.550 -0.116567 -0.000059
0.650 -0.103529 -0.000056
0.750 -0.089056 -0.000051
0.850 -0.077242 -0.000047
0.950 -0.066094 -0.000043
1.050 -0.054642 -0.000039
1.150 -0.044288 -0.000034
1.250 -0.034200 -0.000029
1.350 -0.024845 -0.000024
1.450 -0.017384 -0.000019
1.550 -0.010474 -0.000014
1.650 -0.005105 -0.000009
1.750 -0.001407 -0.000004
