# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.338244 -----------------
#dely    BF
0.050 0.533420 0.000168
0.150 0.492421 0.000161
0.250 0.446124 0.000152
0.350 0.395615 0.000141
0.450 0.341402 0.000129
0.550 0.287188 0.000116
0.650 0.234889 0.000101
0.750 0.187554 0.000087
0.850 0.145240 0.000074
0.950 0.109226 0.000061
1.050 0.078430 0.000048
1.150 0.054162 0.000037
1.250 0.035311 0.000027
1.350 0.021563 0.000019
1.450 0.011973 0.000013
1.550 0.005736 0.000007
1.650 0.001856 0.000003
1.750 0.000330 0.000001
