# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0292892 -----------------
#dely    BF
0.050 0.033853 0.000132
0.150 0.022579 0.000091
0.250 0.002587 0.000011
0.350 -0.016600 -0.000073
0.450 -0.032020 -0.000154
0.550 -0.048931 -0.000256
0.650 -0.055123 -0.000320
0.750 -0.054187 -0.000351
0.850 -0.048012 -0.000353
0.950 -0.038412 -0.000331
1.050 -0.028229 -0.000290
1.150 -0.017282 -0.000224
1.250 -0.008959 -0.000150
1.350 -0.003343 -0.000080
1.450 -0.000769 -0.000030
1.550 -0.000044 -0.000004
1.650 0.000000 0.000000
1.750 0.000000 0.000000
