# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.291043 -----------------
#dely    BF
0.050 0.441162 0.000143
0.150 0.402959 0.000135
0.250 0.358057 0.000125
0.350 0.309888 0.000113
0.450 0.260062 0.000099
0.550 0.211539 0.000086
0.650 0.172468 0.000074
0.750 0.141421 0.000065
0.850 0.118378 0.000059
0.950 0.100648 0.000054
1.050 0.087379 0.000052
1.150 0.076903 0.000051
1.250 0.066622 0.000049
1.350 0.056881 0.000048
1.450 0.045561 0.000045
1.550 0.033019 0.000040
1.650 0.020674 0.000034
1.750 0.006812 0.000020
