# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.244432 -----------------
#dely    BF
0.050 0.273450 0.000073
0.150 0.258429 0.000072
0.250 0.248201 0.000073
0.350 0.238549 0.000074
0.450 0.227800 0.000076
0.550 0.211844 0.000077
0.650 0.196242 0.000078
0.750 0.176034 0.000077
0.850 0.152861 0.000074
0.950 0.127763 0.000069
1.050 0.102995 0.000062
1.150 0.080595 0.000055
1.250 0.058619 0.000046
1.350 0.040467 0.000037
1.450 0.026498 0.000029
1.550 0.015192 0.000021
1.650 0.007007 0.000013
1.750 0.001775 0.000006
