# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00287966 -----------------
#dely    BF
0.050 0.017973 0.000008
0.150 0.015365 0.000007
0.250 0.013082 0.000006
0.350 0.010335 0.000005
0.450 0.006781 0.000004
0.550 0.002569 0.000001
0.650 -0.000993 -0.000001
0.750 -0.004993 -0.000003
0.850 -0.008301 -0.000005
0.950 -0.010369 -0.000007
1.050 -0.012141 -0.000009
1.150 -0.013441 -0.000011
1.250 -0.013032 -0.000012
1.350 -0.011236 -0.000012
1.450 -0.008971 -0.000011
1.550 -0.006565 -0.000009
1.650 -0.003691 -0.000007
1.750 -0.001169 -0.000004
