# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0262466 -----------------
#dely    BF
0.050 -0.033547 -0.000146
0.150 -0.033459 -0.000150
0.250 -0.028964 -0.000135
0.350 -0.027618 -0.000136
0.450 -0.024647 -0.000130
0.550 -0.024117 -0.000140
0.650 -0.020884 -0.000132
0.750 -0.017954 -0.000126
0.850 -0.014901 -0.000119
0.950 -0.012841 -0.000117
1.050 -0.009550 -0.000103
1.150 -0.006563 -0.000089
1.250 -0.004248 -0.000073
1.350 -0.002433 -0.000057
1.450 -0.000670 -0.000026
1.550 -0.000062 -0.000006
1.650 -0.000009 -0.000005
1.750 0.000000 0.000000
