# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.318543 -----------------
#dely    BF
0.050 -0.360199 -0.000117
0.150 -0.343749 -0.000115
0.250 -0.330146 -0.000115
0.350 -0.311970 -0.000114
0.450 -0.299629 -0.000115
0.550 -0.278725 -0.000113
0.650 -0.256078 -0.000110
0.750 -0.229664 -0.000106
0.850 -0.201527 -0.000100
0.950 -0.169277 -0.000092
1.050 -0.137583 -0.000082
1.150 -0.105486 -0.000069
1.250 -0.075645 -0.000056
1.350 -0.047516 -0.000040
1.450 -0.026105 -0.000026
1.550 -0.011229 -0.000014
1.650 -0.001553 -0.000003
1.750 0.000652 0.000002
