# ICODE=211, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.000845349 -----------------
#dely    BF
0.050 0.000228 0.000000
0.150 0.000387 0.000001
0.250 0.000633 0.000001
0.350 0.000850 0.000001
0.450 0.000457 0.000001
0.550 -0.000027 -0.000000
0.650 -0.000348 -0.000001
0.750 -0.000494 -0.000001
0.850 -0.001076 -0.000002
0.950 -0.001768 -0.000004
1.050 -0.001777 -0.000004
1.150 -0.001903 -0.000005
1.250 -0.001586 -0.000005
1.350 -0.001111 -0.000004
1.450 -0.000625 -0.000003
1.550 -0.000242 -0.000002
1.650 -0.000050 -0.000001
1.750 -0.000000 -0.000000
