# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.258852 -----------------
#dely    BF
0.050 -0.346635 -0.000112
0.150 -0.325488 -0.000109
0.250 -0.307159 -0.000107
0.350 -0.280606 -0.000102
0.450 -0.257796 -0.000099
0.550 -0.229275 -0.000093
0.650 -0.200921 -0.000087
0.750 -0.171630 -0.000079
0.850 -0.143398 -0.000071
0.950 -0.114471 -0.000062
1.050 -0.086661 -0.000051
1.150 -0.062311 -0.000041
1.250 -0.039844 -0.000029
1.350 -0.021156 -0.000018
1.450 -0.007258 -0.000007
1.550 -0.000052 -0.000000
1.650 0.004257 0.000007
1.750 0.001887 0.000005
