# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00718702 -----------------
#dely    BF
0.050 -0.023825 -0.000092
0.150 -0.019709 -0.000079
0.250 -0.010980 -0.000046
0.350 -0.005201 -0.000023
0.450 -0.000665 -0.000003
0.550 0.000303 0.000002
0.650 -0.000125 -0.000001
0.750 -0.001461 -0.000010
0.850 -0.002386 -0.000019
0.950 -0.002973 -0.000027
1.050 -0.002296 -0.000026
1.150 -0.001451 -0.000020
1.250 -0.000750 -0.000014
1.350 -0.000287 -0.000007
1.450 -0.000061 -0.000003
1.550 -0.000002 -0.000000
1.650 -0.000000 -0.000000
1.750 0.000000 0.000000
