# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0272363 -----------------
#dely    BF
0.050 -0.051740 -0.000538
0.150 -0.041314 -0.000446
0.250 -0.042230 -0.000463
0.350 -0.034309 -0.000402
0.450 -0.031246 -0.000391
0.550 -0.024015 -0.000319
0.650 -0.018214 -0.000267
0.750 -0.011313 -0.000184
0.850 -0.008612 -0.000161
0.950 -0.005780 -0.000126
1.050 -0.002774 -0.000072
1.150 -0.000849 -0.000028
1.250 -0.000125 -0.000006
1.350 0.000157 0.000010
1.450 0.000005 0.000001
1.550 -0.000004 -0.000002
1.650 0.000000 0.000000
1.750 0.000000 0.000000
