# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.213848 -----------------
#dely    BF
0.050 0.195417 0.000056
0.150 0.183298 0.000054
0.250 0.176044 0.000054
0.350 0.172908 0.000056
0.450 0.171893 0.000059
0.550 0.174662 0.000064
0.650 0.172704 0.000068
0.750 0.168138 0.000071
0.850 0.157342 0.000073
0.950 0.142789 0.000073
1.050 0.122043 0.000069
1.150 0.099386 0.000064
1.250 0.075959 0.000056
1.350 0.054802 0.000047
1.450 0.036551 0.000037
1.550 0.021234 0.000027
1.650 0.010494 0.000018
1.750 0.002816 0.000009
