# ICODE=211, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=50000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.000839025 -----------------
#dely    BF
0.050 0.000457 0.000001
0.150 0.000509 0.000001
0.250 0.000790 0.000001
0.350 0.000745 0.000001
0.450 0.000687 0.000001
0.550 0.000081 0.000000
0.650 -0.000227 -0.000000
0.750 -0.000743 -0.000001
0.850 -0.001200 -0.000002
0.950 -0.001866 -0.000004
1.050 -0.001874 -0.000005
1.150 -0.001830 -0.000005
1.250 -0.001633 -0.000005
1.350 -0.001266 -0.000005
1.450 -0.000718 -0.000004
1.550 -0.000255 -0.000002
1.650 -0.000047 -0.000001
1.750 0.000000 0.000000
